Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature_Difference,Machine_Power,Wear_Rate,Heat_Index,Mechanical_Stress,Temperature_Ratio,RPM_per_Torque,Power_per_Wear,Torque_per_Temp,Wear_Temp_Product
0.9989135886031064,0.6042816241171917,-0.460607413938203,0.7183047640697756,-0.8439972598086245,0,0,0,0,0,0,0,1,-1.10084184309248,0.8523872475882598,-0.7913841846769728,0.8595477508928425,-0.6219445140062273,-1.112859513713238,-0.5086953355499818,-0.10433254602086607,0.7043747551022227,-0.8414534948018061
-1.5051940762914926,-1.1532598401403102,-0.7755739070376335,0.6384558330577823,0.382263078555401,0,0,0,0,1,0,0,1,1.29965826336818,0.48036334870015135,0.5544120285654031,-1.3984414956677311,0.6461401437439833,1.3461788809607302,-0.5388679608638466,-0.2144886651149997,0.6635897286932412,0.3707149992061441
0.4980920556241866,1.0774658644942483,-1.0076544809003718,0.5586069020457898,0.46086951050181285,0,0,0,0,0,0,0,1,0.5995123989838421,0.18404107896420155,0.7095846036181179,0.7623067991133559,0.6895443837072454,0.5344665008362077,-0.5560557604642192,-0.22022796209982692,0.535038724430702,0.4717974900939283
-0.5536331636315563,-0.13929361076096888,-0.7092651716482797,1.6265863543311931,-0.37235866813015317,0,0,0,0,0,0,1,0,0.8995749122914317,1.8988607101236603,-0.26392353035187865,-0.3948605270627424,0.15124670180992447,0.8931609395852511,-0.7518656743223788,-0.14989324955432642,1.6295197498344738,-0.37322698479361516
-1.4551119229935894,-1.018064342889739,1.0700192279660468,-1.1282017655825582,-0.9068824053657539,0,0,0,0,0,0,1,0,1.3996791011373386,-1.0016874444212733,-0.9848788542655373,-1.3108567062655336,-1.0169089132797688,1.4390079743227695,0.7171426395570104,-0.1440114437695995,-1.1139730611943846,-0.9105927828107255
-0.8541260834188912,-0.7476733483885967,0.9208245733400008,-0.818787157911086,-1.5671764337156138,0,0,0,0,0,1,0,0,0.5995123989837853,-0.5609051385594355,-1.5528110710905512,-0.835792926673701,-1.4355612474352215,0.6258531703088923,0.44107359093912757,0.5869426005666788,-0.8072904494514194,-1.5673957374968084
0.347845595730505,0.6718793727424964,-1.5270729081169763,1.2273416992712292,-0.0579329403445056,0,0,0,0,0,0,0,1,0.2994498856762525,0.5918162245403962,0.27202179308859264,0.496495454877758,0.4030196623811352,0.2585034658256103,-0.7923188819874906,-0.194087272140699,1.2100850424429832,-0.052740323275003456
-1.2047011565041295,-0.6800755997632919,-0.6982137157500541,0.019626617714838552,-0.8911611189764717,0,0,0,0,0,1,0,0,1.3996791011373386,-0.3117108438348774,-0.8147746964820367,-1.016756202904467,-0.7987529620918691,1.420524983555863,-0.3306022734029727,-0.1270678584758083,0.032485681017516074,-0.8936578149352642
1.9504745012630427,2.159029842498856,0.3793032343269449,0.05955108322083481,-0.45096510007656504,0,0,0,0,0,0,0,1,-0.700758492015675,0.5166126324221346,-0.5083088888870532,2.1111416699646095,-0.3883984973411578,-0.7883188852673272,-0.14078855298914955,-0.16703930683947332,0.018200869366977266,-0.4381477418826594
-1.354947616397811,-0.9504665942644343,-0.5987506126660234,0.19928671249182206,0.02067349160190629,0,0,0,0,0,1,0,0,1.29965826336818,0.01048982079957847,0.12712145582213616,-1.2221267639381808,0.09762969950236529,1.3351715681341785,-0.37490273272762886,-0.20605312352871405,0.21808935137816268,0.012839579270271335
